day_folder,file,label_sequence
base_260113,bird4_J5_260113_120837.263.wav,iiiiiikcccckiaeeeeeeeeehfhfdgkbbiaeeeeeeehfhfdddgkjjjgiiaeeeeeeeehjjjjgiiaeeeeeeeeeeehfhfcckkbbiaeeeeeeehjjgcikbbiaeeeeeeeehfh
base_260113,bird4_J5_260113_094226.98.wav,ciiiiccciikbbiaeeeeeeeeeehfhfccccikbbiaeeeeeefhfhfhfhfdgccccciikbbiaeeeeeeecckccjjgikbbiaeeeeeeehfhfhfdccikbbbbbiaeeeeeehjjgiiaeeeeeeeehfhfdckcgcciikbbiaeeeeeehjj
base_260113,bird4_J5_260113_121252.275.wav,icciccccccccciiikkbiaeeeeeaeehfhfdcckbbiaaeeeeeeehfhfdg
base_260113,bird4_J5_260113_121417.278.wav,icccccckbbikbbiaeeehfhfhfdgkjjcciccccikbbiaeeeeeeehfhfhfdgkjj
base_260113,bird4_J5_260113_153150.532.wav,cicccccciikbbiaeeeeaccgikbbiaeeeeehfhfhfhfddkcbbiaeeeeeeeehfhfdgkjjciiaeeeeehfhfhfd
base_260113,bird4_J5_260113_090231.53.wav,icccccicckbbiacccciikbiaeeeekbbiaeeehfhfdckjja
base_260113,bird4_J5_260113_084900.9.wav,cccccccckbiaeeeeeeeeeehjjcggkiaeeeeeeahfhfd
base_260113,bird4_J5_260113_150724.464.wav,ccccccciikbbiaeeeeeeeeehfhfdgkjcccicbbb
base_260113,bird4_J5_260113_155559.601.wav,iiiiiiicbbiaeeeeeeehfhfhfdddddgkjjccciiaeeeeeeeeeehfhfhfdcgcgiiaeeeeeeehjjcbbiaeeeeeeecgiiaeeehfhfhfdgijjciaeeeeeeeehfhfhfdgkjjcgiiaa
base_260113,bird4_J5_260113_093953.91.wav,giccikbbiaeeeeeeeeahfhfhfdgkjjcckiaeeeeehjjjjcciiiaeeeeeeeehfhfhfdd
base_260113,bird4_J5_260113_085932.43.wav,iiiccccccckbbiibbfhfkcjjcccccikbbiaeeeehfhfhfccccikbbiaeeeeeeeehjjccccckiaeeeeeehjjgkiaeeeeeaahmjccccckbbiaae
base_260113,bird4_J5_260113_104628.226.wav,icckkicccci
base_260113,bird4_J5_260113_094801.119.wav,ciiciibbiimcccciiiibbkiaeeeeeeeehfhfdgkjjiciaeeeeeehfhfdgkjjcciiaeeeeeeehjjjgiiaeeeeeehfhfdgijjciibbiaeeehfhfddgcccciiaeeeeeeeeehfhfdgkj
base_260113,bird4_J5_260113_095119.126.wav,ccccciccikbbcikbbiaeeeeeeeehfhfdgkjj
base_260113,bird4_J5_260113_152129.507.wav,aicicgcciiiiikbbiaeeeahfhfddgijciiaeeeeeeeehfhfhfhfddgkjjciiaeeeeeeehjjjjcgiiaeeeeeeaiiaakiaejjjciiaeeeeeijjjjgibbiaeeeeeeehfhfhfddgkc
base_260113,bird4_J5_260113_084723.4.wav,icccciikbbiaeeeeeeeeeeccccccgikbbiaeeeehjjccciaeeeeeeeehfhfhfhfddkkbbiaeeeeeehfhfdkgcccckbbiaeeeeccikiaeeeeeeehjj
base_260113,bird4_J5_260113_154637.573.wav,cccccccccccikbbiaeeeeeahfhfdgkjccccciiaeeeeeehfhfdgkbbiaeeeeeeehjj
base_260113,bird4_J5_260113_144455.412.wav,iiicccccccciikbbiaeeeeeeeeehfhfhfdgikbbiaeeeeeeehjjciijcccciiaeeeeeeeeehjjjjgci
base_260113,bird4_J5_260113_122535.298.wav,iciccciccccciiiicbbiaeeeeeeeeehfhfdgkjjgccikbbiaeeeeeeeehfhfhfddgkjjcccciiaeeeeeeeeehfhfhfdgkjjccikbbiaeeeeeehfh
base_260113,bird4_J5_260113_140838.390.wav,iiccciciiiibbiaeeeeeehjjiicccckcgiiaeeeeeeeeehjj
base_260113,bird4_J5_260113_121635.282.wav,akccccciikbaaecckcik
base_260113,bird4_J5_260113_094400.104.wav,ciiiccckkbbikbbbbgiikbbiaeeeeeeehfhfddgkjjcccciiaeeeeeehfhfdddcgikbieeeeeeeecbbcgiiaeeeeeeehfhfdccgikbbiaeeeeeehjj
base_260113,bird4_J5_260113_120936.267.wav,iccciikbbiaeeeeeehfhfdcijjiikbbiaeeicgikbbiaeeeeeeehfhfdccccccikbbiaeeeeeeeeahf
